basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mc_rmse,mae,rmse_ratio_vs_mc,effective_mc_multiplier
saelens_sae,output_comp,1024,12,12,0.0059,0.00148764863450387,0.0023144039041394543,0.0010829738675892403,0.6427783118768157,2.420346644731868
saelens_sae,input_concept_comp,1024,12,12,0.0059,0.0016859293488492978,0.0023144039041394543,0.0012187212912179678,0.7284507884876573,1.8845148521868138
saelens_sae,pca_comp,1024,12,12,0.0059,0.0018170182501471793,0.0023144039041394543,0.001276454450963451,0.785091248289605,1.6224066871842175
saelens_sae,output_active,1024,12,12,0.0059,0.0018818780972233628,0.0023144039041394543,0.0013673273542631032,0.8131156769384582,1.512499818612447
saelens_sae,internal,1024,12,12,0.0059,0.0020865541448443644,0.0023144039041394543,0.001419169004682858,0.9015514280426306,1.2303225632518275
saelens_sae,random_comp,1024,12,12,0.0059,0.002167975168117075,0.0023144039041394543,0.0015738351347604777,0.9367315550408108,1.1396452887334008
saelens_sae,mc,1024,12,12,0.0059,0.0023144039041394543,0.0023144039041394543,0.0016758101851851602,1.0,1.0
saelens_sae,embedding_comp,1024,12,12,0.0059,0.0023272885010006106,0.0023144039041394543,0.0015491567338132945,1.0055671340849845,0.9889580253783935
saelens_sae,random_stratified,1024,12,12,0.0059,0.00250600955143309,0.0023144039041394543,0.0018316721970452927,1.0827883356707693,0.8529289641314396
saelens_sae,ase_output,1024,12,12,0.0059,0.00287549277892496,0.0023144039041394543,0.001724162857328503,1.2424334290924604,0.6478190932332928
saelens_sae,embedding_ase,1024,12,12,0.0059,0.0029685408380726373,0.0023144039041394543,0.0021740445485457093,1.282637327375407,0.6078441631900304
saelens_sae,per_query_rf,2048,12,12,0.0059,0.0012090185843054832,0.0014737677820549535,0.0008387121041687579,0.820358945979728,1.485908828839429
saelens_sae,input_concept_comp,2048,12,12,0.0059,0.0012478857023185128,0.0014737677820549535,0.0009024580354819424,0.8467315662027289,1.3947889523080954
saelens_sae,output_comp,2048,12,12,0.0059,0.0012898369968369675,0.0014737677820549535,0.0009722022107230802,0.8751969018066595,1.3055348122101926
saelens_sae,output_active,2048,12,12,0.0059,0.0013158040023367257,0.0014737677820549535,0.0009405822151487341,0.892816370637462,1.2545145719139141
saelens_sae,internal,2048,12,12,0.0059,0.0014304283496295656,0.0014737677820549535,0.0010477143254265556,0.970592767087799,1.0615144215504144
saelens_sae,mc,2048,12,12,0.0059,0.0014737677820549535,0.0014737677820549535,0.0010862847222221916,1.0,1.0
saelens_sae,pca_comp,2048,12,12,0.0059,0.001497797627749316,0.0014737677820549535,0.0010359082162393095,1.0163050420744415,0.968170486581172
saelens_sae,random_comp,2048,12,12,0.0059,0.001520618936795864,0.0014737677820549535,0.0010994659767450505,1.0317900522126922,0.9393281275832981
saelens_sae,embedding_comp,2048,12,12,0.0059,0.001534993646234554,0.0014737677820549535,0.0010982992254245697,1.0415437662059825,0.9218175074169475
saelens_sae,random_stratified,2048,12,12,0.0059,0.0016268611952395611,0.0014737677820549535,0.0012259141633011344,1.1038789251934529,0.820648378840564
saelens_sae,ase_output,2048,12,12,0.0059,0.0017648137252304075,0.0014737677820549535,0.0012647631803869256,1.1974842622557762,0.6973653600539688
saelens_sae,embedding_ase,2048,12,12,0.0059,0.0018446528552422542,0.0014737677820549535,0.0013210376526163567,1.2516577426262878,0.6383058424676932
sklearn_sdl,input_concept_comp,64,12,12,0.0059,0.0059703385474867005,0.007571300740784485,0.004219342274932783,0.7885485931533734,1.6082111821021736
