basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mae,mc_rmse,rmse_ratio_vs_mc,effective_mc_multiplier
spd,pca_comp,64,36,12,0.0059,0.005388145250546339,0.0038468276013935133,0.0073394032644199195,0.7341394192995334,1.8554228985103545
spd,output_active,64,36,12,0.0059,0.005536863839422176,0.0046107462335474685,0.0073394032644199195,0.7544024547968193,1.7570892195388623
spd,mc,64,36,12,0.0059,0.0073394032644199195,0.006048611111111111,0.0073394032644199195,1.0,1.0
spd,output_comp,64,36,12,0.0059,0.0074697670366729915,0.004817433480535992,0.0073394032644199195,1.0177621759639577,0.9654002045462748
spd,random_comp,64,36,12,0.0059,0.009137610768908908,0.006295904987306596,0.0073394032644199195,1.2450073173123446,0.6451433011628867
spd,internal,64,36,12,0.0059,0.009533959428216592,0.006321085082994946,0.0073394032644199195,1.2990101626429873,0.5926180874090964
spd,embedding_ase,64,36,12,0.0059,0.011435142875162157,0.00823508497911928,0.0073394032644199195,1.558048040580851,0.4119441226369158
spd,random_stratified,64,36,12,0.0059,0.0142087728293023,0.009249329184631918,0.0073394032644199195,1.9359575046358093,0.2668138440464384
spd,ase_output,64,36,12,0.0059,0.01946138224765456,0.009607425112856612,0.0073394032644199195,2.651630050361147,0.1422244083268617
spd,pca_comp,128,36,12,0.0059,0.0032177638912757114,0.00263306796129085,0.007566701369689144,0.4252531894763945,5.529741641435191
spd,input_concept_comp,128,36,12,0.0059,0.0038209566376234847,0.0029923248623719236,0.007566701369689144,0.5049699269128759,3.9216512576211575
spd,per_query_rf,128,36,12,0.0059,0.004168282959743311,0.0030329298101388767,0.007566701369689144,0.5508718735010091,3.295329169630595
spd,output_active,128,36,12,0.0059,0.004193101645168233,0.003153771672178339,0.007566701369689144,0.5541518609370591,3.256434955846438
spd,internal,128,36,12,0.0059,0.004540524612779614,0.0035113614377631033,0.007566701369689144,0.6000665799985375,2.7771613989079955
spd,ase_output,128,36,12,0.0059,0.00560912199746987,0.004862493866439426,0.007566701369689144,0.7412902562719089,1.8197989774355283
spd,output_comp,128,36,12,0.0059,0.00576841667590564,0.003691186515174399,0.007566701369689144,0.7623423198664728,1.7206793280286619
spd,random_comp,128,36,12,0.0059,0.006263549353872515,0.004015380015563109,0.007566701369689144,0.8277780564940987,1.4593927382358294
spd,random_stratified,128,36,12,0.0059,0.007346648769761922,0.005173615808381433,0.007566701369689144,0.9709182919774376,1.0608027418123727
spd,mc,128,36,12,0.0059,0.007566701369689144,0.0054802083333333335,0.007566701369689144,1.0,1.0
spd,embedding_comp,128,36,12,0.0059,0.008657257408505937,0.0034522674917286944,0.007566701369689144,1.144125687738301,0.7639281737483246
spd,embedding_ase,128,36,12,0.0059,0.009628970242511721,0.006947488522315044,0.007566701369689144,1.2725452970938775,0.6175235142310136
spd,per_query_rf,256,36,12,0.0059,0.002144812323580013,0.0015059529871647758,0.004677861038719454,0.4585027870274545,4.75681257791353
spd,embedding_comp,256,36,12,0.0059,0.0024523130828858148,0.001777761101333141,0.004677861038719454,0.5242381213523876,3.6386711111723833
spd,internal,256,36,12,0.0059,0.002797135161953614,0.0019857607722958224,0.004677861038719454,0.5979517430725814,2.7968406783601423
